timestamp,frequency,Simulation mode,Load.mpx000635970 [kW],Load.mpx000460267 [kW],Load.mpx000637601 [kW],Load.mpx000594341 [kW]
2017-01-01 00:15:00,60.0,Yearly,0.0,0.0,0.0,5.784
2017-01-01 00:30:00,60.0,Yearly,5.0,-1.0,8.70021494456751,5.784
2017-01-01 00:45:00,60.0,Yearly,5.0,-1.0,9.4317302140818,5.784
2017-01-01 01:00:00,60.0,Yearly,5.0,-1.0,3.17327456127996,5.784
2017-01-01 01:15:00,60.0,Yearly,5.0,-1.0,3.05876855290363,5.784
2017-01-01 01:30:00,60.0,Yearly,5.0,-1.0,9.96894304419806,5.784
2017-01-01 01:45:00,60.0,Yearly,5.0,-1.0,2.43913861289563,5.784
2017-01-01 02:00:00,60.0,Yearly,5.0,-1.0,7.09142114540294,5.784
2017-01-01 02:15:00,60.0,Yearly,5.0,-1.0,4.06949984897754,5.784
2017-01-01 02:30:00,60.0,Yearly,5.0,-1.0,8.20051452693287,5.784
2017-01-01 02:45:00,60.0,Yearly,5.0,-1.0,9.82316554892996,5.784
2017-01-01 03:00:00,60.0,Yearly,5.0,-1.0,8.6363319325773,5.784
2017-01-01 03:15:00,60.0,Yearly,5.0,-1.0,9.98212867961768,5.784
2017-01-01 03:30:00,60.0,Yearly,5.0,-1.0,8.75746924545092,5.784
2017-01-01 03:45:00,60.0,Yearly,5.0,-1.0,4.33393263170023,5.784
2017-01-01 04:00:00,60.0,Yearly,5.0,-1.0,3.92993409023287,5.784
2017-01-01 04:15:00,60.0,Yearly,5.0,-1.0,10.0549498449913,5.784
2017-01-01 04:30:00,60.0,Yearly,5.0,-1.0,7.60128012408077,5.784
2017-01-01 04:45:00,60.0,Yearly,5.0,-1.0,2.3489138906462,5.784
2017-01-01 05:00:00,60.0,Yearly,5.0,-1.0,10.947099216646,5.784
2017-01-01 05:15:00,60.0,Yearly,5.0,-1.0,3.67025543437087,5.784
2017-01-01 05:30:00,60.0,Yearly,5.0,-1.0,10.3292098207891,5.784
2017-01-01 05:45:00,60.0,Yearly,5.0,-1.0,3.60883108528506,5.784
2017-01-01 06:00:00,60.0,Yearly,5.0,-1.0,6.28087655074908,5.784
2017-01-01 06:15:00,60.0,Yearly,5.0,-1.0,4.87870314970374,5.784
2017-01-01 06:30:00,60.0,Yearly,5.0,-1.0,2.97914599637621,5.784
2017-01-01 06:45:00,60.0,Yearly,5.0,-1.0,5.88732904276421,5.784
2017-01-01 07:00:00,60.0,Yearly,5.0,-1.0,4.24777561560299,5.784
2017-01-01 07:15:00,60.0,Yearly,5.0,-1.0,10.647032162835,5.784
2017-01-01 07:30:00,60.0,Yearly,5.0,-1.0,8.61563251047968,5.784
2017-01-01 07:45:00,60.0,Yearly,5.0,-1.0,6.57642395453315,5.784
2017-01-01 08:00:00,60.0,Yearly,5.0,-1.0,2.96199328913845,5.784
2017-01-01 08:15:00,60.0,Yearly,5.0,-1.0,3.41405628572807,5.784
2017-01-01 08:30:00,60.0,Yearly,5.0,-1.0,2.41000740781304,5.784
2017-01-01 08:45:00,60.0,Yearly,5.0,-1.0,1.46786720201853,5.784
2017-01-01 09:00:00,60.0,Yearly,5.0,-1.0,1.19086625339446,5.784
2017-01-01 09:15:00,60.0,Yearly,5.0,-1.0,7.02708309833346,5.784
2017-01-01 09:30:00,60.0,Yearly,5.0,-1.0,4.93532234289875,5.784
2017-01-01 09:45:00,60.0,Yearly,5.0,-1.0,6.23777230414807,5.784
2017-01-01 10:00:00,60.0,Yearly,5.0,-1.0,1.97424611075466,5.784
2017-01-01 10:15:00,60.0,Yearly,5.0,-1.0,5.15735984276903,5.784
2017-01-01 10:30:00,60.0,Yearly,5.0,-1.0,0.915358443010097,5.784
2017-01-01 10:45:00,60.0,Yearly,5.0,-1.0,11.4863512374867,5.784
2017-01-01 11:00:00,60.0,Yearly,5.0,-1.0,9.11107980077062,5.784
2017-01-01 11:15:00,60.0,Yearly,5.0,-1.0,7.35940062374685,5.784
2017-01-01 11:30:00,60.0,Yearly,5.0,-1.0,11.1403377041496,5.784
2017-01-01 11:45:00,60.0,Yearly,5.0,-1.0,4.63907883377526,5.784
2017-01-01 12:00:00,60.0,Yearly,5.0,-1.0,8.74916417897202,5.784
