,Bus1,Bus2,C0,C1,CMatrix,EmergAmps,Geometry,Length,LineCode,Name,NormAmps,NumCust,Parent,Phases,R0,R1,Rg,Rho,RMatrix,Spacing,TotalCust,Units,X0,X1,Xg,XMatrix,Yprim
650632,rg60.1.2.3,632.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,2000.0,mtx601,650632,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[6.562679425837321e-05, 2.9546262350090106e-05, 2.992506058534767e-05, 2.9546262350090106e-05, 6.392220219971417e-05, 2.9072764556018148e-05, 2.992506058534767e-05, 2.9072764556018148e-05, 6.466085875846642e-05]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.00019278936183433795, 9.502153731436029e-05, 8.022946622755235e-05, 9.502153731436029e-05, 0.00019845239545143855, 7.289972037531847e-05, 8.022946622755235e-05, 7.289972037531847e-05, 0.00019599020692226434]","[1.145090744360685, -3.300510291288572, -0.48584426251815294, 1.2202578674652254, -0.2660516357083827, 0.9121918679463129, -1.145090744360685, 3.3005104912135703, 0.48584426251815294, -1.2202579103062965, 0.2660516357083827, -0.912191910787384, -0.48584426251815294, 1.2202578674652254, 1.0026837665363062, -3.1275594644757296, -0.12630137793675839, 0.6966811885852322, 0.48584426251815294, -1.2202579103062965, -1.0026837665363062, 3.127559664400728, 0.12630137793675839, -0.6966812314263033, -0.2660516357083827, 0.9121918679463129, -0.12630137793675839, 0.6966811885852322, 0.886694192671301, -2.950512888096904, 0.2660516357083827, -0.912191910787384, 0.12630137793675839, -0.6966812314263033, -0.886694192671301, 2.950513088021902, -1.145090744360685, 3.3005104912135703, 0.48584426251815294, -1.2202579103062965, 0.2660516357083827, -0.912191910787384, 1.145090744360685, -3.300510291288572, -0.48584426251815294, 1.2202578674652254, -0.2660516357083827, 0.9121918679463129, 0.48584426251815294, -1.2202579103062965, -1.0026837665363062, 3.127559664400728, 0.12630137793675839, -0.6966812314263033, -0.48584426251815294, 1.2202578674652254, 1.0026837665363062, -3.1275594644757296, -0.12630137793675839, 0.6966811885852322, 0.2660516357083827, -0.912191910787384, 0.12630137793675839, -0.6966812314263033, -0.886694192671301, 2.950513088021902, -0.2660516357083827, 0.9121918679463129, -0.12630137793675839, 0.6966811885852322, 0.886694192671301, -2.950512888096904]"
632670,632.1.2.3,670.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,667.0,mtx601,632670,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[6.562679425837321e-05, 2.9546262350090106e-05, 2.992506058534767e-05, 2.9546262350090106e-05, 6.392220219971417e-05, 2.9072764556018148e-05, 2.992506058534767e-05, 2.9072764556018148e-05, 6.466085875846642e-05]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.00019278936183433795, 9.502153731436029e-05, 8.022946622755235e-05, 9.502153731436029e-05, 0.00019845239545143855, 7.289972037531847e-05, 8.022946622755235e-05, 7.289972037531847e-05, 0.00019599020692226434]","[3.4335554553543783, -9.8965831153747, -1.4568043853617796, 3.658944244501999, -0.7977560291105917, 2.7352081140105042, -3.4335554553543783, 9.896583182049687, 1.4568043853617796, -3.6589442587894965, 0.7977560291105917, -2.7352081282980016, -1.4568043853617796, 3.658944244501999, 3.006548025596122, -9.377989931528099, -0.3787147764220645, 2.0889991803940724, 1.4568043853617796, -3.6589442587894965, -3.006548025596122, 9.377989998203086, 0.3787147764220645, -2.08899919468157, -0.7977560291105917, 2.7352081140105042, -0.3787147764220645, 2.0889991803940724, 2.658753201413196, -8.847115639537611, 0.7977560291105917, -2.7352081282980016, 0.3787147764220645, -2.08899919468157, -2.658753201413196, 8.847115706212598, -3.4335554553543783, 9.896583182049687, 1.4568043853617796, -3.6589442587894965, 0.7977560291105917, -2.7352081282980016, 3.4335554553543783, -9.8965831153747, -1.4568043853617796, 3.658944244501999, -0.7977560291105917, 2.7352081140105042, 1.4568043853617796, -3.6589442587894965, -3.006548025596122, 9.377989998203086, 0.3787147764220645, -2.08899919468157, -1.4568043853617796, 3.658944244501999, 3.006548025596122, -9.377989931528099, -0.3787147764220645, 2.0889991803940724, 0.7977560291105917, -2.7352081282980016, 0.3787147764220645, -2.08899919468157, -2.658753201413196, 8.847115706212598, -0.7977560291105917, 2.7352081140105042, -0.3787147764220645, 2.0889991803940724, 2.658753201413196, -8.847115639537611]"
670671,670.1.2.3,671.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,1333.0,mtx601,670671,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[6.562679425837321e-05, 2.9546262350090106e-05, 2.992506058534767e-05, 2.9546262350090106e-05, 6.392220219971417e-05, 2.9072764556018148e-05, 2.992506058534767e-05, 2.9072764556018148e-05, 6.466085875846642e-05]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.00019278936183433795, 9.502153731436029e-05, 8.022946622755235e-05, 9.502153731436029e-05, 0.00019845239545143855, 7.289972037531847e-05, 8.022946622755235e-05, 7.289972037531847e-05, 0.00019599020692226434]","[1.7180656329492654, -4.952003604504783, -0.7289486309349635, 1.8308445480500222, -0.3991772478745428, 1.3686299951334238, -1.7180656329492654, 4.9520037377547945, 0.7289486309349635, -1.8308445766035961, 0.3991772478745428, -1.3686300236869977, -0.7289486309349635, 1.8308445480500222, 1.5044017502420202, -4.69251249150727, -0.18949944176557929, 1.045283139377864, 0.7289486309349635, -1.8308445766035961, -1.5044017502420202, 4.692512624757282, 0.18949944176557929, -1.045283167931438, -0.3991772478745428, 1.3686299951334238, -0.18949944176557929, 1.045283139377864, 1.3303738824775715, -4.426876217870621, 0.3991772478745428, -1.3686300236869977, 0.18949944176557929, -1.045283167931438, -1.3303738824775715, 4.426876351120633, -1.7180656329492654, 4.9520037377547945, 0.7289486309349635, -1.8308445766035961, 0.3991772478745428, -1.3686300236869977, 1.7180656329492654, -4.952003604504783, -0.7289486309349635, 1.8308445480500222, -0.3991772478745428, 1.3686299951334238, 0.7289486309349635, -1.8308445766035961, -1.5044017502420202, 4.692512624757282, 0.18949944176557929, -1.045283167931438, -0.7289486309349635, 1.8308445480500222, 1.5044017502420202, -4.69251249150727, -0.18949944176557929, 1.045283139377864, 0.3991772478745428, -1.3686300236869977, 0.18949944176557929, -1.045283167931438, -1.3303738824775715, 4.426876351120633, -0.3991772478745428, 1.3686299951334238, -0.18949944176557929, 1.045283139377864, 1.3303738824775715, -4.426876217870621]"
671680,671.1.2.3,680.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,1000.0,mtx601,671680,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[6.562679425837321e-05, 2.9546262350090106e-05, 2.992506058534767e-05, 2.9546262350090106e-05, 6.392220219971417e-05, 2.9072764556018148e-05, 2.992506058534767e-05, 2.9072764556018148e-05, 6.466085875846642e-05]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.00019278936183433795, 9.502153731436029e-05, 8.022946622755235e-05, 9.502153731436029e-05, 0.00019845239545143855, 7.289972037531847e-05, 8.022946622755235e-05, 7.289972037531847e-05, 0.00019599020692226434]","[2.29018148872137, -6.601020882464641, -0.9716885250363059, 2.4405157991920574, -0.5321032714167654, 1.8243838001542325, -2.29018148872137, 6.601020982427141, 0.9716885250363059, -2.440515820612593, 0.5321032714167654, -1.824383821574768, -0.9716885250363059, 2.4405157991920574, 2.0053675330726124, -6.255119228838956, -0.25260275587351677, 1.393362441432071, 0.9716885250363059, -2.440515820612593, -2.0053675330726124, 6.255119328801456, 0.25260275587351677, -1.3933624628526067, -0.5321032714167654, 1.8243838001542325, -0.25260275587351677, 1.393362441432071, 1.773388385342602, -5.901026076081305, 0.5321032714167654, -1.824383821574768, 0.25260275587351677, -1.3933624628526067, -1.773388385342602, 5.901026176043804, -2.29018148872137, 6.601020982427141, 0.9716885250363059, -2.440515820612593, 0.5321032714167654, -1.824383821574768, 2.29018148872137, -6.601020882464641, -0.9716885250363059, 2.4405157991920574, -0.5321032714167654, 1.8243838001542325, 0.9716885250363059, -2.440515820612593, -2.0053675330726124, 6.255119328801456, 0.25260275587351677, -1.3933624628526067, -0.9716885250363059, 2.4405157991920574, 2.0053675330726124, -6.255119228838956, -0.25260275587351677, 1.393362441432071, 0.5321032714167654, -1.824383821574768, 0.25260275587351677, -1.3933624628526067, -1.773388385342602, 5.901026176043804, -0.5321032714167654, 1.8243838001542325, -0.25260275587351677, 1.393362441432071, 1.773388385342602, -5.901026076081305]"
632633,632.1.2.3,633.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,500.0,mtx602,632633,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[0.00014254177592742189, 2.992506058534767e-05, 2.9546262350090106e-05, 2.992506058534767e-05, 0.0001415758404275151, 2.9072764556018148e-05, 2.9546262350090106e-05, 2.9072764556018148e-05, 0.00014083718386876285]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.00022375611756664392, 8.022946622755235e-05, 9.502153731436029e-05, 8.022946622755235e-05, 0.00022695696265457032, 7.289972037531847e-05, 9.502153731436029e-05, 7.289972037531847e-05, 0.00022940021127198165]","[5.564470386941076, -7.133623601000619, -1.495114717049371, 1.5058679382212923, -2.1394214811205607, 1.6900708859940965, -5.564470386941076, 7.1336236509818685, 1.495114717049371, -1.50586794893156, 2.1394214811205607, -1.6900708967043643, -1.495114717049371, 1.5058679382212923, 4.9084071780443566, -7.063229336176304, -1.0879942589622877, 1.3823589025648546, 1.495114717049371, -1.50586794893156, -4.9084071780443566, 7.063229386157554, 1.0879942589622877, -1.3823589132751224, -2.1394214811205607, 1.6900708859940965, -1.0879942589622877, 1.3823589025648546, 5.189061809545032, -7.0854196238242695, 2.1394214811205607, -1.6900708967043643, 1.0879942589622877, -1.3823589132751224, -5.189061809545032, 7.085419673805519, -5.564470386941076, 7.1336236509818685, 1.495114717049371, -1.50586794893156, 2.1394214811205607, -1.6900708967043643, 5.564470386941076, -7.133623601000619, -1.495114717049371, 1.5058679382212923, -2.1394214811205607, 1.6900708859940965, 1.495114717049371, -1.50586794893156, -4.9084071780443566, 7.063229386157554, 1.0879942589622877, -1.3823589132751224, -1.495114717049371, 1.5058679382212923, 4.9084071780443566, -7.063229336176304, -1.0879942589622877, 1.3823589025648546, 2.1394214811205607, -1.6900708967043643, 1.0879942589622877, -1.3823589132751224, -5.189061809545032, 7.085419673805519, -2.1394214811205607, 1.6900708859940965, -1.0879942589622877, 1.3823589025648546, 5.189061809545032, -7.0854196238242695]"
632645,632.3.2,645.3.2,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,500.0,mtx603,632645,400.0,0,0,2,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[0.0002507265519169826, 3.912985770210651e-05, 3.912985770210651e-05, 0.00025178718697570375]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.0002569956627104953, 8.695313490337415e-05, 8.695313490337415e-05, 0.0002551395513577332]","[4.3049233159489235, -4.005143807731639, -1.4446006150659336, 0.5995892139073424, -4.3049233159489235, 4.005143857712889, 1.4446006150659336, -0.5995892246176102, -1.4446006150659336, 0.5995892139073424, 4.334844320861555, -3.9868570103932255, 1.4446006150659336, -0.5995892246176102, -4.334844320861555, 3.9868570603744753, -4.3049233159489235, 4.005143857712889, 1.4446006150659336, -0.5995892246176102, 4.3049233159489235, -4.005143807731639, -1.4446006150659336, 0.5995892139073424, 1.4446006150659336, -0.5995892246176102, -4.334844320861555, 3.9868570603744753, -1.4446006150659336, 0.5995892139073424, 4.334844320861555, -3.9868570103932255]"
645646,645.3.2,646.3.2,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,300.0,mtx603,645646,400.0,0,0,2,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[0.0002507265519169826, 3.912985770210651e-05, 3.912985770210651e-05, 0.00025178718697570375]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.0002569956627104953, 8.695313490337415e-05, 8.695313490337415e-05, 0.0002551395513577332]","[7.174872193248206, -6.675239732866065, -2.407667691776556, 0.9993153679365236, -7.174872193248206, 6.675239762854815, 2.407667691776556, -0.9993153743626844, -2.407667691776556, 0.9993153679365236, 7.224740534769255, -6.6447617373020424, 2.407667691776556, -0.9993153743626844, -7.224740534769255, 6.644761767290793, -7.174872193248206, 6.675239762854815, 2.407667691776556, -0.9993153743626844, 7.174872193248206, -6.675239732866065, -2.407667691776556, 0.9993153679365236, 2.407667691776556, -0.9993153743626844, -7.224740534769255, 6.644761767290793, -2.407667691776556, 0.9993153679365236, 7.224740534769255, -6.6447617373020424]"
692675,692.1.2.3,675.1.2.3,0.00030303858820605233,0.0006439569999378611,"[0.07271941241533586, 0.0, 0.0, 0.0, 0.07271941241533586, 0.0, 0.0, 0.0, 0.07271941241533586]",600.0,,500.0,mtx606,692675,400.0,0,0,3,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[0.0001499512588081775, 6.03190733859442e-05, 5.368517989187846e-05, 6.03190733859442e-05, 0.0001480436308954204, 6.03190733859442e-05, 5.368517989187846e-05, 6.03190733859442e-05, 0.0001499512588081775]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[8.302348201081217e-05, 5.243287292611695e-06, -3.488807506369229e-06, 5.243287292611695e-06, 7.513406176598522e-05, 5.243287292611695e-06, -3.488807506369229e-06, 5.243287292611695e-06, 8.302348201081217e-05]","[10.412482684253026, -7.836346738670522, -2.4285352771370636, 3.079311097832397, -1.080921781180488, 2.49252596573072, -10.412482684253026, 7.836353592313676, 2.4285352771370636, -3.079311097832397, 1.080921781180488, -2.49252596573072, -2.4285352771370636, 3.079311097832397, 11.54642946546697, -8.19720842103701, -2.428535277137064, 3.079311097832396, 2.4285352771370636, -3.079311097832397, -11.54642946546697, 8.197215274680165, 2.428535277137064, -3.079311097832396, -1.080921781180488, 2.49252596573072, -2.428535277137064, 3.079311097832396, 10.412482684253028, -7.83634673867052, 1.080921781180488, -2.49252596573072, 2.428535277137064, -3.079311097832396, -10.412482684253028, 7.8363535923136745, -10.412482684253026, 7.836353592313676, 2.4285352771370636, -3.079311097832397, 1.080921781180488, -2.49252596573072, 10.412482684253026, -7.836346738670522, -2.4285352771370636, 3.079311097832397, -1.080921781180488, 2.49252596573072, 2.4285352771370636, -3.079311097832397, -11.54642946546697, 8.197215274680165, 2.428535277137064, -3.079311097832396, -2.4285352771370636, 3.079311097832397, 11.54642946546697, -8.19720842103701, -2.428535277137064, 3.079311097832396, 1.080921781180488, -2.49252596573072, 2.428535277137064, -3.079311097832396, -10.412482684253028, 7.8363535923136745, -1.080921781180488, 2.49252596573072, -2.428535277137064, 3.079311097832396, 10.412482684253028, -7.83634673867052]"
671684,671.1.3,684.1.3,0.00030303858820605233,0.0006439569999378611,"[0.0005303175293605915, -0.00011363947057726958, -0.00011363947057726958, 0.0005303175293605915]",600.0,,300.0,mtx604,671684,400.0,0,0,2,3.378880258497484e-05,1.0985148822469399e-05,0.01805,100.0,"[0.0002507265519169826, 3.912985770210651e-05, 3.912985770210651e-05, 0.00025178718697570375]",,0,5,7.664982290436836e-05,2.2841533586031195e-05,0.155081,"[0.0002569956627104953, 8.695313490337415e-05, 8.695313490337415e-05, 0.0002551395513577332]","[7.174872193248206, -6.675239732866065, -2.407667691776556, 0.9993153679365236, -7.174872193248206, 6.675239762854815, 2.407667691776556, -0.9993153743626844, -2.407667691776556, 0.9993153679365236, 7.224740534769255, -6.6447617373020424, 2.407667691776556, -0.9993153743626844, -7.224740534769255, 6.644761767290793, -7.174872193248206, 6.675239762854815, 2.407667691776556, -0.9993153743626844, 7.174872193248206, -6.675239732866065, -2.407667691776556, 0.9993153679365236, 2.407667691776556, -0.9993153743626844, -7.224740534769255, 6.644761767290793, -2.407667691776556, 0.9993153679365236, 7.224740534769255, -6.6447617373020424]"
684611,684.3,611.3,0.0006439569999378611,0.0006439569999378611,[0.0005303175293605915],600.0,,300.0,mtx605,684611,400.0,0,0,1,1.0985148822469399e-05,1.0985148822469399e-05,0.01805,100.0,[0.000251749307152178],,0,5,2.2841533586031195e-05,2.2841533586031195e-05,0.155081,[0.0002552153110047847],"[6.529823239597013, -6.6197237251699725, -6.529823239597013, 6.619723755158723, -6.529823239597013, 6.619723755158723, 6.529823239597013, -6.6197237251699725]"
